//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
395       1      "Illusion Sorcerer Spirit"           80      19200     0         480         500         360       0              660          230           4           3            4             4           800         1600          0           2           150        300         3              0              6             6             6             6
396       1      "Illusion Sorcerer Spirit"           80      19200     0         500         520         380       0              720          260           4           7            4             4           800         1600          0           2           150        200         3              0              6             6             6             6
397       1      "Illusion Sorcerer Spirit"           82      19680     0         520         540         400       0              840          280           5           0            1             6           1600        2000          0           2           150        100         4              0              9             9             9             9
398       1      "Illusion Sorcerer Spirit"           85      25500     0         595         615         450       0              760          275           4           3            4             4           800         1600          0           2           130        0           3              0              26            26            26            26
399       1      "Illusion Sorcerer Spirit"           85      25500     0         615         635         470       0              820          303           4           7            4             4           800         1600          0           2           130        0           3              0              27            27            27            27
//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
400       1      "Illusion Sorcerer Spirit"           87      26100     0         635         655         490       0              900          335           5           0            1             6           1600        2000          0           2           130        0           3              0              28            28            28            28
401       1      "Illusion Sorcerer Spirit"           112     130000     0         1720         1740         1550       0              1015         405           4           3            4             4           800         1600          0           2           130        0           3              0              27            27            27            27
402       1      "Illusion Sorcerer Spirit"           112     180000    0         1740         1760         1570       0              1080         440           4           7            4             4           800         1600          0           2           130        0           3              0              28            28            28            28
403       1      "Illusion Sorcerer Spirit"           114     188000     0         1760        1780         1590       0              1190         485           5           0            1             6           1600        2000          0           2           130        0           4              0              29            29            29            29
404       1      "MU Allies"                          2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
405       1      "Illusion Sorcerer"                  2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
406       1      "Apostle Devin"                      2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
407       1      "Werewolf Quarel"                    2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
408       1      "Gatekeeper"                         2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
409       1      "Balram"                             117     320000     0         1550         1650         1480       0              1200         370           6           0            4             7           500         1500          03          2           150        46          3              0              23            23            23            23
410       1      "Death Spirit"                       118     420000     0         1580         1680         1490       0              1200         390           6           0            4             7           500         1500          03          2           150        46          3              0              25            25            25            25
411       1      "Soram"                              119     450000     0         1600         1700         1500       0              1200         390           6           0            2             7           500         1500          03          2           150        46          3              0              25            25            25            25
412       1      "Dark Elf"                           128     2300000    0         1800         1900         1900       0              1500         400           6           0            6             10          700         1700          300         2           150        46          3              0              23            254           23            23
413       1      "Lunar Rabbit"                       149     250000     0         0           0           100       0              0            100           3           0            0             1           100         0             03          1           200        10          0              0              254           254           254           254
414       1      "Helper Ellen"                       2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
415       1      "Silvia"                             2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
416       1      "Rhea"                               2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
417       1      "Marce"                              2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
418       1      "Strange Rabbit"                     4       60        0         10          13          3         0              18           3             3           0            1             4           400         2000          03          2           120        20          6              0              0             0             0             0
419       1      "Hideous Rabbit"                     19      520       0         68          72          22        0              93           22            3           0            1             4           400         1400          03          2           160        24          6              0              0             0             0             0
420       1      "Werewolf"                           24      720       0         85          90          30        0              120          30            3           0            1             5           400         1800          03          2           170        28          6              0              0             0             0             0
421       1      "Polluted Butterfly"                 13      230       0         37          42          13        0              58           13            3           0            1             4           400         1600          03          2           140        24          6              0              0             0             0             0
422       1      "Cursed Lich"                        30      900       0         105         110         33        0              150          36            3           2            4             7           400         2000          03          2           180        28          6              0              0             2             0             0
423       1      "Totem Golem"                        36      1200      0         120         125         50        0              180          43            3           0            1             6           400         1400          03          2           180        46          6              0              0             0             0             0
424       1      "Grizzly"                            43      2400      0         130         140         65        0              215          52            2           17           2             6           400         1600          03          2           185        46          3              0              0             3             0             0
425       1      "Captain Grizzly"                    48      3000      0         150         155         80        0              240          70            3           0            1             5           400         1400          03          2           200        46          3              0              3             3             3             5
426       1      "Chaos Castle 13"                    111     100000     0         1300         1345         1245       0              480          190           50          0            1             7           400         2000          03          2           300        400         3              0              7             7             7             7
427       1      "Chaos Castle 14"                    114     120000     0         1330         1380         1280       0              520          200           50          17           6             7           400         1600          03          2           300        400         3              0              7             7             7             7
428       1      "Chief Skeleton Warrior"             105     150000    0         1475         1510         1440       0              570          250           3           0            1             3           400         2000          03          2           300        400         3              0              8             8             8             8
429       1      "Chief Skeleton Archer"              106     160000    0         1510         1555         1480       0              640          260           3           0            5             7           400         1600          03          2           300        400         3              0              8             8             8             8
430       1      "Dark Skull Soldier"                 110     180000     0         1600         1650        1500       0              710          300           3           0            1             3           400         2000          03          2           250        300         3              0              8             8             8             8
431       1      "Giant Ogre"                         112     240000     0         1645         1690         1540       0              780          310           3           17           5             7           400         1600          03          2           250        300         3              0              8             8             8             8
432       1      "Red Skeleton Knight"                119     250000    0         1780         1820         1600       0              850          360           3           0            1             3           400         2000          03          2           200        200         3              0              8             8             8             8
433       1      "Magic Skeleton"                     125     320000     0         1830         1865         1680       0              920          370           4           150          4             6           400         1800          03          2           150        100         4              0              11            11            11            11
434       1      "Gigantis"                           105     150000     0         1475        1510         1360       0              715          270           3           0            2             7           500         1500          03          2           135        0           3              0              25            25            25            25
435       1      "Berserker"                          106     160000     0         1500         1540         1410       0              750          280           3           0            2             7           800         1700          03          2           110        0           3              0              50            50            50            50
436       1      "Balram"                             117     170000     0         1560         1600         1460       0              800          320           6           0            4             7           500         1500          03          2           150        28          3              0              23            23            23            23
437       1      "Soram"                              119     190000     0         1610         1650         1510       0              835          330           6           0            2             7           500         1500          03          2           150        28          3              0              25            25            25            25
438       1      "Persona"                            121     250000     0         1640         1680         1560       0              935          370           3           0            5             7           500         1600          03          2           130        0           3              0              29            29            29            29
439       1      "Dreadfear"                          123     250000     0         1700         1740         1610       0              1015         380           3           0            2             5           500         1500          03          2           130        0           3              0              27            27            27            27
440       1      "Dark Elf"                           135     350000    0         1850         1900         1690       0              1300         430           6           0            6             10          700         1700          03          2           150        28          4              0              23            23            23            23
441       1      "Sapi-Unus"                          95      150000    0         1475         1510         300       0              700          220           4           0            1             7           600         1500          03          2           140        33          3              0              0             20            0             0
442       1      "Sapi-Duo"                           96      205000     0         1485         1505         300       0              730          225           4           0            1             7           600         1500          03          2           140        33          3              0              0             30            0             0
443       1      "Sapi-Tres"                          102     340000     0         1590         1625         600       0              880          275           4           17           4             7           600         1500          03          2           135        33          3              0              0             40            0             0
444       1      "Shadow Pawn"                        98      255000     0         1540         1575         300       0              830          240           4           0            1             5           700         1700          03          2           135        33          3              0              20            20            0             0
445       1      "Shadow Knight"                      100     250000     0         1570         1600         600       0              860          255           4           7            1             5           700         1700          03          2           135        33          3              0              30            30            0             0
446       1      "Shadow Look"                        104     300000     0         1600         1645         600       0              950          290           4           0            1             5           700         1700          03          2           130        33          3              0              40            40            0             0
447       1      "Thunder Napin"                      97      220000     0         1520         1555         300       0              750          235           4           0            2             5           500         2000          03          2           140        33          3              0              0             0             20            0
448       1      "Ghost Napin"                        106     340000     0         1635         1665         600       0              980          295           4           1            2             5           500         2000          03          2           130        33          3              0              0             30            0             0
449       1      "Blaze Napin"                        107     320000    0         1670         1725        1530       0              1000         303           4           0            2             5           500         2000          03          2           130        33          3              0              0             0             0             40
//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
450       1      "Cherry Blossom Spirit"              2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
451       1      "Cherry Blossom Tree"                2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
452       1      "Seed Master"                        2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
453       1      "Seed Researcher"                    2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
454       1      "Ice Walker"                         102     350000     0         2310        2965        615       0              1190         800           3           7            6             7           500         1500          03          2           140        33          3              0              150           30            30            30
455       1      "Giant Mammoth"                      112     380000     0         2441        3017        585       0              1350         840           3           0            3             6           500         1500          03          2           140        33          3              0              150           30            30            30
456       1      "Ice Giant"                          122     420000     0         2585        3060        620       0              1570         770           3           0            3             7           500         1500          03          2           150        33          3              0              150           30            30            30
457       1      "Coolutin"                           132     440000     0         2743        3092        650       0              1940         840           3           7            6             7           500         1500          03          2           140        33          3              0              150           30            30            30
458       1      "Iron Knight"                        142     480000     0         2917        3301        660       0              2000         800           3           0            6             7           500         1500          03          2           140        33          3              0              150           30            30            30
459       1      "Selupan"                            145     4000000    0         4000        6500        3500      0              5000         1000          3           150          15            10          800         2000          43200       2           100        0           4              0              100           254           100           100
460       1      "Spider Eggs"                        10      40000     0         500         540         410       0              750          280           3           0            2             7           800         1700          03          0           110        0           3              0              50            50            50            50
461       1      "Spider Eggs"                        10      40000     0         500         540         410       0              750          280           3           0            2             7           800         1700          03          0           110        0           3              0              50            50            50            50
462       1      "Spider Eggs"                        10      40000     0         500         540         410       0              750          280           3           0            2             7           800         1700          03          0           110        0           3              0              50            50            50            50
463       1      "Fire Flame Ghost"                   149     25000     0         0           0           100       0              0            100           3           0            0             1           100         0             03          1           200        10          0              0              254           254           254           254
464       1      "Re-Initialization Helper"           2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
465       1      "Santa Claus"                        149     260000     0         370         410         400       0              550          200           4           3            5             6           400         2200          03          2           150        50          4              0              15            15            20            15
466       1      "Cursed Goblin"                      70      12000     0         220         260         190       0              440          130           3           0            2             5           400         1800          03          2           300        200         3              0              8             8             8             8
467       1      "Snowman"                            10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
468       1      "Dasher"                             10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
469       1      "Kermit"                             10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
470       1      "Little Santa"                       10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
471       1      "Cupid"                              10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
472       1      "Prancer"                            10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
473       1      "Donner"                             10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
474       1      "Vixen"                              10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
475       1      "Blitzen"                            10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
476       1      "Cursed Santa"                       149     260000     0         370         410         400       0              550          200           4           0            2             6           400         2200          03          2           150        50          4              0              15            15            20            15
477       1      "Transformed Snowman"                10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
478       1      "Delgado"                            2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
479       1      "Doorkeeper Titus"                   10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
480       1      "Zombie Fighter"                     90      100000     0         1300         1345         600       0              750          170           3           0            1             7           500         1500          03          2           130        33          3              0              200           200           200           250
481       1      "Zombie Fighter"                     120     250000     0         1850         1950         1210       0              1190         820           3           0            1             7           500         1500          150         2           130        33          3              0              200           200           200           250
482       1      "Resurrected Gladiator"              93      120000     0         1320         1360         600       0              780          200           3           0            2             7           500         1500          03          2           130        33          3              0              200           200           200           250
483       1      "Resurrected Gladiator"              121     253000     0         1860         1960         1230       0              1210         825           3           0            2             7           500         1500          150         2           130        33          3              0              200           200           200           250
484       1      "Ash Slaughterer"                    100     130000     0         1335         1370         600       0              810          230           3           0            2             7           450         1600          03          2           130        33          3              0              200           200           200           250
485       1      "Ash Slaughterer"                    122     250000     0         1870         1970         1280       0              1230         830           3           0            2             7           450         1600          150         2           130        33          3              0              200           200           200           250
486       1      "Blood Assassin"                     107     180000    0         1550         1600         600       0              900          300           3           0            1             7           600         1200          03          2           130        33          3              0              200           200           200           250
487       1      "Cruel Blood Assassin"               109     200000     0         1570        1620         600       0              950          325           3           0            1             7           600         1200          03          2           130        33          3              0              200           200           200           250
488       1      "Cruel Blood Assassin"               123     293000     0         1880         1980         1500       0              1250         835           3           0            1             7           600         1200          150         2           130        33          3              0              200           200           200           250
489       1      "Burning Lava Giant"                 111     250000     0         1600         1650         1520       0              970          330           3           0            1             7           500         1600          03          2           130        33          3              0              200           200           200           250
490       1      "Ruthless Lava Giant"                113     260000    0         1630         1680         1535       0              1000         340           3           0            1             7           500         1600          03          2           130        33          3              0              200           200           200           250
491       1      "Ruthless Lava Giant"                124     300000     0         1890         1990        1545       0              1270         840           3           0            1             7           500         1600          150         2           130        33          3              0              200           200           200           250
492       1      "Moss"                               2       10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
493       1      "Golden Dark Knight"                 60      500000      0         180         195         500       0              300          88            3           3            4             7           400         2000          03          2           200        14          3              0              5             5             5             7
494       1      "Golden Devil"                       72      100000     0         250         280         500       0              365          120           3           0            1             7           400         1400          03          2           170        30          3              0              8             8             8             8
495       1      "Golden Stone Golem"                 84      250000     0         375         425         500       0              530          190           3           17           4             7           400         1400          03          2           160        30          3              0              10            10            10            10
496       1      "Golden Crust"                       92      175000     0         489         540         500       0              620          240           3           0            1             5           400         1400          03          2           160        14          3              0              13            13            14            13
497       1      "Golden Satyros"                     108     550000     0         1950         2000        1600       0              900          350           1           150          6             7           400         1500          03          2           120        14          4              0              30            30            35            30
498       1      "Golden Twin Tail"                   130     650000    0         2040        2085        1865       0              1080         440           3           17           6             7           500         1500          03          2           130        0           3              0              28            28            28            28
499       1      "Golden Iron Knight"                 145     1000000    0         2743        3092        2650       0              1940         840           3           7            6             7           500         1500          03          2           140        10          3              0              150           30            30            30
//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
500       1      "Golden Napin"                       112     1000000     0         2441        3017        1585       0              1350         840           3           0            3             6           500         1500          03          2           140        10          3              0              150           30            30            30
501       1      "Great Golden Dragon"                142     2000000     0         2917        3301        1660       0              2000         800           3           0            6             7           500         1500          03          2           140        10          3              0              150           30            30            30
502       1      "Golden Rabbit"                      40      3000      0         130         135         500        0              200          47            3           11           4             7           400         1600          03          2           190        14          6              0              3             1             1             1
503       1      "Transformed Panda"                  10      10        0         10          10          10        1              10           10            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
504       1      "Gaion Kharein"                      1       1250      0         45          50          35        0              91           80            6           0            6             10          600         3000          03          2           160        10          6              254            254           254           254           254
505       1      "Jerint"                             1       930       0         42          47          30        0              80           70            6           0            2             10          600         1600          03          2           160        10          6              254            254           254           254           254
506       1      "Raymond"                            1       800       0         39          44          28        0              70           60            6           0            2             10          600         1600          03          2           150        10          6              254            254           254           254           254
507       1      "Erkanne"                            1       800       0         39          44          28        0              70           60            6           0            2             10          600         1600          03          2           150        10          6              254            254           254           254           254
508       1      "Destler"                            1       780       0         36          41          27        0              70           60            6           0            2             10          600         1600          03          2           150        10          6              254            254           254           254           254
509       1      "Vermont"                            1       780       0         36          41          27        0              70           60            6           0            2             10          600         1600          03          2           150        10          6              254            254           254           254           254
510       1      "Kato"                               1       780       0         36          41          27        0              70           60            6           0            2             10          600         1400          03          2           160        10          6              254            254           254           254           254
511       1      "Galia"                              1       780       0         36          41          27        0              70           60            6           0            2             10          600         1400          03          2           160        10          6              254            254           254           254           254
512       1      "Quartermaster"                      1       650       0         33          38          22        0              50           40            6           0            2             10          600         1600          03          2           130        10          6              254            254           254           254           254
513       1      "Combat Instructor"                  1       650       0         33          38          22        0              50           40            6           0            2             10          600         1600          03          2           130        10          6              254            254           254           254           254
514       1      "Knight Commander"                   1       650       0         33          38          22        0              50           40            6           0            2             10          600         1600          03          2           130        10          6              254            254           254           254           254
515       1      "Grand Wizard"                       1       650       0         33          38          22        0              50           40            6           2            6             10          600         1600          03          2           140        10          6              254            254           254           254           254
516       1      "Master Assassin"                    1       650       0         33          38          22        0              50           40            6           0            2             10          600         1200          03          2           140        10          6              254            254           254           254           254
517       1      "Cavalry Captain"                    1       650       0         33          38          22        0              50           40            6           0            2             10          600         1600          03          2           140        10          6              254            254           254           254           254
